accuracy,loss,val_accuracy,val_loss
0.7085714340209961,0.6113198399543762,0.7333333492279053,0.5443942546844482
0.7357142567634583,0.5049276351928711,0.7333333492279053,0.48356929421424866
0.7628571391105652,0.42620426416397095,0.7400000095367432,0.41246333718299866
0.8428571224212646,0.3440915644168854,0.846666693687439,0.33036696910858154
0.918571412563324,0.2660391628742218,0.9466666579246521,0.2520155906677246
0.9628571271896362,0.2043944150209427,0.9733333587646484,0.19394737482070923
0.9700000286102295,0.16125454008579254,0.9733333587646484,0.15870633721351624
0.9742857217788696,0.13361477851867676,0.9800000190734863,0.1350266933441162
0.9757142663002014,0.1136462539434433,0.9800000190734863,0.12020660191774368
0.977142870426178,0.09900768101215363,0.9800000190734863,0.1102810651063919
0.9742857217788696,0.09072301536798477,0.9933333396911621,0.10387870669364929
0.9785714149475098,0.08303661644458771,0.9866666793823242,0.09929750859737396
0.9828571677207947,0.07503341883420944,0.9933333396911621,0.09580640494823456
0.977142870426178,0.06924417614936829,0.9933333396911621,0.0934782326221466
0.9857142567634583,0.063760906457901,0.9800000190734863,0.09500639885663986
0.9800000190734863,0.06059395894408226,0.9933333396911621,0.08620765805244446
0.9828571677207947,0.052267659455537796,0.9933333396911621,0.08575727045536041
0.9885714054107666,0.04828419163823128,0.9933333396911621,0.08261409401893616
0.9885714054107666,0.0443209633231163,0.9866666793823242,0.08426209539175034
0.991428554058075,0.03874342888593674,0.9933333396911621,0.07872002571821213
0.991428554058075,0.035318661481142044,0.9933333396911621,0.07857736200094223
0.9942857027053833,0.03472299128770828,0.9933333396911621,0.07627472281455994
0.9942857027053833,0.031076554208993912,0.9933333396911621,0.07491546869277954
0.9928571581840515,0.02759603224694729,0.9933333396911621,0.07259097695350647
0.9957143068313599,0.024846360087394714,0.9933333396911621,0.0732269361615181
0.9942857027053833,0.022721562534570694,0.9933333396911621,0.07172311097383499
0.9971428513526917,0.020648708567023277,0.9933333396911621,0.07113475352525711
1.0,0.018692538142204285,0.9933333396911621,0.07058820128440857
0.9957143068313599,0.01794768124818802,0.9933333396911621,0.07028727978467941
1.0,0.01615218259394169,0.9933333396911621,0.06916625797748566
1.0,0.015200238674879074,0.9933333396911621,0.06756482273340225
1.0,0.014221099205315113,0.9866666793823242,0.07010608166456223
1.0,0.01286822184920311,0.9933333396911621,0.06686405092477798
1.0,0.011642691679298878,0.9933333396911621,0.06768929213285446
1.0,0.011192908510565758,0.9866666793823242,0.06866257637739182
1.0,0.010468970984220505,0.9933333396911621,0.06798084080219269
1.0,0.009304581210017204,0.9933333396911621,0.06706909090280533
1.0,0.008452081121504307,0.9933333396911621,0.06779826432466507
1.0,0.007667455822229385,0.9933333396911621,0.06826824694871902
1.0,0.007472997531294823,0.9933333396911621,0.067816823720932
1.0,0.006913101300597191,0.9933333396911621,0.06837861239910126
1.0,0.0063987900502979755,0.9933333396911621,0.06880803406238556
1.0,0.006207483354955912,0.9933333396911621,0.06833591312170029
1.0,0.005580187309533358,0.9933333396911621,0.06849890202283859
1.0,0.00512560224160552,0.9933333396911621,0.06900139898061752
1.0,0.004852111916989088,0.9933333396911621,0.06805520504713058
1.0,0.004485745914280415,0.9933333396911621,0.06958454847335815
1.0,0.004348173271864653,0.9933333396911621,0.06907335668802261
1.0,0.004032657016068697,0.9933333396911621,0.07018914818763733
1.0,0.003873534267768264,0.9933333396911621,0.07024853676557541
